                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW                Rain    Heat    Cool    In     In    In     In    Temp   Temp    Hum    Hum  Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index   Bar    Rain  Rate    D-D     D-D    Temp   Hum    Dew   Heat    2nd    3rd    2nd    3rd  Samp   Tx   Recept  Int.
30/05/24  9:30a    0.5    0.7    0.4    72   -4.0   8.0   WSW   4.02  17.7     W   -2.2    0.2   -2.4  1008.7  0.00   0.0   0.372   0.000   19.4    22   -2.9   16.7    ---    ---    ---    ---   690    1    100.0   30 
30/05/24 10:00a    0.4    0.7    0.4    71   -4.2   6.4     W   3.22  17.7   WSW   -1.7    0.2   -1.9  1008.9  0.00   0.0   0.373   0.000   19.4    22   -2.9   16.7    ---    ---    ---    ---   697    1    100.0   30 
30/05/24 10:30a    0.2    0.4    0.2    73   -4.1   6.4   WSW   3.22  14.5     W   -1.9    0.0   -2.2  1009.1  0.00   0.0   0.377   0.000   19.4    22   -2.9   16.7    ---    ---    ---    ---   692    1    100.0   30 
30/05/24 11:00a    0.7    0.7    0.2    73   -3.6   6.4     W   3.22  14.5     W   -1.4    0.4   -1.7  1009.3  0.00   0.0   0.368   0.000   19.4    21   -3.5   16.7    ---    ---    ---    ---   690    1    100.0   30 
30/05/24 11:30a    0.9    0.9    0.6    71   -3.7   3.2   WSW   1.61   8.0    SW    0.4    0.7    0.2  1009.5  0.00   0.0   0.362   0.000   19.4    21   -3.5   16.7    ---    ---    ---    ---   687    1    100.0   30 
30/05/24 12:00p    0.8    1.0    0.8    73   -3.5   6.4     W   3.22   9.7     W   -1.2    0.6   -1.5  1009.9  0.00   0.0   0.365   0.000   19.6    21   -3.4   16.8    ---    ---    ---    ---   691    1    100.0   30 
30/05/24 12:30p    0.9    0.9    0.8    71   -3.7   8.0     W   4.02  14.5     W   -1.6    0.7   -1.9  1009.9  0.00   0.0   0.362   0.000   19.6    21   -3.4   16.8    ---    ---    ---    ---   692    1    100.0   30 
30/05/24  1:00p    0.9    1.1    0.9    71   -3.7   8.0     W   4.02  19.3   WNW   -1.6    0.7   -1.9  1009.9  0.00   0.0   0.362   0.000   19.7    21   -3.2   17.0    ---    ---    ---    ---   697    1    100.0   30 
30/05/24  1:30p    1.6    1.6    0.8    67   -3.9   9.7     W   4.83  20.9     W   -1.3    1.3   -1.6  1009.9  0.00   0.0   0.348   0.000   21.1    22   -1.5   18.6    ---    ---    ---    ---   696    1    100.0   30 
30/05/24  2:00p    1.8    1.8    1.6    65   -4.1   8.0     W   4.02  17.7   WSW   -0.7    1.4   -1.0  1009.5  0.00   0.0   0.345   0.000   20.9    19   -3.6   18.3    ---    ---    ---    ---   693    1    100.0   30 
30/05/24  2:30p    1.9    2.0    1.7    63   -4.4   8.0     W   4.02  19.3     W   -0.4    1.6   -0.8  1009.6  0.20   0.0   0.341   0.000   20.5    19   -3.9   17.8    ---    ---    ---    ---   693    1    100.0   30 
30/05/24  3:00p    2.2    2.2    1.9    62   -4.4   6.4     W   3.22  12.9     W    0.3    1.8   -0.1  1009.7  0.00   0.0   0.337   0.000   21.9    18   -3.5   19.5    ---    ---    ---    ---   693    1    100.0   30 
30/05/24  3:30p    1.1    2.2    1.1    68   -4.1   8.0     W   4.02  17.7   WSW   -1.4    0.8   -1.7  1009.6  0.20   0.0   0.359   0.000   21.2    18   -4.1   18.6    ---    ---    ---    ---   692    1    100.0   30 
30/05/24  4:00p   -0.1    1.1   -0.1    72   -4.5   4.8   WNW   2.41  14.5     W   -1.6   -0.3   -1.8  1009.5  0.00   0.0   0.383   0.000   20.3    19   -4.1   17.6    ---    ---    ---    ---   691    1    100.0   30 
30/05/24  4:30p   -0.6   -0.1   -0.6    78   -3.9   4.8     W   2.41   9.7   WNW   -2.1   -0.7   -2.3  1009.5  0.00   0.0   0.394   0.000   20.0    20   -3.7   17.3    ---    ---    ---    ---   694    1    100.0   30 
30/05/24  5:00p   -0.6   -0.6   -0.8    80   -3.6   4.8     W   2.41   8.0   WNW   -2.1   -0.7   -2.3  1009.6  0.00   0.0   0.394   0.000   19.9    20   -3.7   17.2    ---    ---    ---    ---   690    1    100.0   30 
30/05/24  5:30p    0.1    0.1   -0.6    76   -3.7   3.2   WSW   1.61  11.3   WSW   -0.5   -0.2   -0.7  1009.4  0.00   0.0   0.381   0.000   19.8    20   -3.8   17.1    ---    ---    ---    ---   697    1    100.0   30 
30/05/24  6:00p    0.1    0.4    0.1    76   -3.6   4.8    SW   2.41  11.3   WSW   -1.4   -0.1   -1.6  1009.4  0.00   0.0   0.380   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   690    1    100.0   30 
30/05/24  6:30p    0.1    0.4   -0.1    76   -3.7   6.4     W   3.22  17.7    SW   -2.1   -0.2   -2.3  1009.3  0.00   0.0   0.381   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   695    1    100.0   30 
30/05/24  7:00p   -0.3    0.1   -0.3    77   -3.8   3.2     W   1.61   8.0   WNW   -0.9   -0.5   -1.1  1009.0  0.00   0.0   0.388   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   692    1    100.0   30 
30/05/24  7:30p    0.5    0.5   -0.3    72   -4.0   8.0     W   4.02  17.7     W   -2.2    0.2   -2.4  1009.1  0.00   0.0   0.372   0.000   19.7    21   -3.2   17.0    ---    ---    ---    ---   696    1    100.0   30 
30/05/24  8:00p   -0.1    0.5   -0.1    73   -4.3   6.4     W   3.22  17.7   WSW   -2.2   -0.3   -2.4  1009.0  0.00   0.0   0.383   0.000   19.7    21   -3.3   16.9    ---    ---    ---    ---   682    1     99.7   30 
30/05/24  8:30p   -0.8    0.1   -0.9    79   -4.0   6.4     W   3.22  16.1   WNW   -3.1   -0.9   -3.2  1009.2  0.00   0.0   0.398   0.000   19.9    23   -1.8   17.4    ---    ---    ---    ---   692    1    100.0   30 
30/05/24  9:00p   -0.7   -0.3   -0.8    76   -4.4   6.4   WSW   3.22  14.5   WSW   -3.0   -0.9   -3.2  1009.4  0.00   0.0   0.397   0.000   20.7    24   -0.6   18.3    ---    ---    ---    ---   696    1    100.0   30 
30/05/24  9:30p   -1.4   -0.7   -1.5    77   -4.9   6.4   WSW   3.22  14.5     W   -3.8   -1.6   -4.0  1009.3  0.00   0.0   0.411   0.000   20.7    22   -1.8   18.2    ---    ---    ---    ---   691    1    100.0   30 
30/05/24 10:00p   -2.4   -1.3   -2.4    80   -5.4   6.4     W   3.22  11.3     W   -5.0   -2.6   -5.2  1009.1  0.00   0.0   0.433   0.000   20.8    22   -1.7   18.3    ---    ---    ---    ---   686    1    100.0   30 
30/05/24 10:30p   -2.1   -1.8   -2.4    81   -4.9   8.0     W   4.02  11.3     W   -5.2   -2.3   -5.4  1009.3  0.00   0.0   0.426   0.000   20.8    21   -2.4   18.3    ---    ---    ---    ---   695    1    100.0   30 
30/05/24 11:00p   -2.2   -1.8   -2.7    82   -4.8   4.8    SW   2.41   9.7    SW   -3.9   -2.3   -4.1  1009.1  0.00   0.0   0.427   0.000   20.7    21   -2.5   18.1    ---    ---    ---    ---   696    1    100.0   30 
30/05/24 11:30p   -2.6   -2.2   -3.3    84   -4.9   4.8   WSW   2.41   9.7   WNW   -4.4   -2.7   -4.6  1009.1  0.00   0.0   0.436   0.000   20.5    20   -3.3   17.9    ---    ---    ---    ---   691    1    100.0   30 
31/05/24 12:00a   -3.0   -2.5   -3.1    82   -5.6   3.2   WNW   1.61   8.0   WSW   -3.9   -3.2   -4.1  1008.8  0.00   0.0   0.444   0.000   20.3    20   -3.4   17.6    ---    ---    ---    ---   695    1    100.0   30 
31/05/24 12:30a   -3.7   -2.8   -3.7    85   -5.8   3.2   WNW   1.61   6.4   WNW   -4.6   -3.8   -4.7  1008.8  0.00   0.0   0.458   0.000   20.1    19   -4.3   17.3    ---    ---    ---    ---   687    1    100.0   30 
31/05/24  1:00a   -4.2   -3.4   -4.4    87   -6.1   3.2     W   1.61   6.4     W   -5.2   -4.3   -5.3  1008.7  0.00   0.0   0.470   0.000   20.0    19   -4.4   17.2    ---    ---    ---    ---   666    1     97.4   30 
31/05/24  1:30a   -4.7   -4.2   -4.7    87   -6.5   1.6   WSW   0.80   4.8     W   -4.7   -4.8   -4.8  1008.7  0.00   0.0   0.479   0.000   19.9    19   -4.4   17.2    ---    ---    ---    ---   695    1    100.0   30 
31/05/24  2:00a   -4.2   -4.2   -4.7    88   -5.9   3.2   WSW   1.61   4.8   WSW   -5.2   -4.3   -5.3  1008.6  0.00   0.0   0.470   0.000   19.8    19   -4.5   17.0    ---    ---    ---    ---   694    1    100.0   30 
31/05/24  2:30a   -5.0   -4.2   -5.1    88   -6.7   4.8     W   2.41   9.7     W   -7.2   -5.1   -7.2  1008.6  0.00   0.0   0.486   0.000   19.7    19   -4.6   16.9    ---    ---    ---    ---   692    1    100.0   30 
31/05/24  3:00a   -4.6   -4.6   -5.3    89   -6.1   3.2    SW   1.61   8.0     W   -5.6   -4.6   -5.6  1008.4  0.00   0.0   0.477   0.000   19.7    19   -4.6   16.9    ---    ---    ---    ---   687    1    100.0   30 
